date,asset,score,alpha
2018-07-31,GLD,-1.3407318494078964,-0.040221955482236886
2018-07-31,DBC,2.036911702208242,0.06110735106624726
2018-07-31,VNQ,0.004790832140772916,0.00014372496422318748
2018-08-31,SPY,1.640872304666084,0.04922616913998252
2018-08-31,QQQ,2.3946835209622126,0.07184050562886637
2018-08-31,IWM,2.1116208738745623,0.06334862621623687
2018-08-31,EFA,-0.4917556054674234,-0.014752668164022702
2018-08-31,EEM,-0.9803818485160458,-0.029411455455481374
2018-08-31,TLT,-0.46949023490337716,-0.014084707047101314
2018-08-31,IEF,-0.413968705561649,-0.012419061166849469
2018-08-31,SHY,-0.027795873242557834,-0.000833876197276735
2018-08-31,LQD,-1.1918702966463743,-0.03575610889939123
2018-08-31,HYG,0.21633444527632123,0.006490033358289637
2018-08-31,GLD,-1.8757764301215254,-0.05627329290364576
2018-08-31,DBC,1.3424458395706669,0.04027337518712001
2018-08-31,VNQ,0.24508201010910546,0.007352460303273163
2018-09-28,SPY,1.6845554800456353,0.05053666440136906
2018-09-28,QQQ,2.886487925384662,0.08659463776153986
2018-09-28,IWM,1.6651506929694448,0.04995452078908334
2018-09-28,EFA,-0.7388265192481938,-0.02216479557744581
2018-09-28,EEM,-0.9415495080591049,-0.028246485241773145
2018-09-28,TLT,-1.159128854385206,-0.03477386563155618
2018-09-28,IEF,-1.3298026227503508,-0.03989407868251052
2018-09-28,SHY,-0.12700407295548044,-0.003810122188664413
2018-09-28,LQD,-1.2817249413158942,-0.03845174823947683
2018-09-28,HYG,0.0887936776743593,0.002663810330230779
2018-09-28,GLD,-1.766580831354145,-0.052997424940624344
2018-09-28,DBC,1.117828170303372,0.03353484510910115
2018-09-28,VNQ,0.4018014036909007,0.012054042110727022
2018-10-31,SPY,0.8044291292078314,0.02413287387623494
2018-10-31,QQQ,1.6476161468201491,0.04942848440460447
2018-10-31,IWM,0.3754721691806201,0.011264165075418603
2018-10-31,EFA,-0.8899151369556781,-0.026697454108670342
2018-10-31,EEM,-1.6308286163019372,-0.048924858489058115
2018-10-31,TLT,-1.3215731099988834,-0.0396471932999665
2018-10-31,IEF,-1.2342946616716093,-0.03702883985014828
2018-10-31,SHY,0.07588207241105993,0.0022764621723317976
2018-10-31,LQD,-1.1629451129189212,-0.034888353387567635
2018-10-31,HYG,0.3705972978368751,0.011117918935106254
2018-10-31,GLD,-1.544537445830292,-0.046336123374908764
2018-10-31,DBC,0.7252763047558353,0.021758289142675056
2018-10-31,VNQ,0.2848209634649512,0.008544628903948536
2018-11-30,SPY,1.4867913853360206,0.044603741560080616
2018-11-30,QQQ,1.5580529899841458,0.04674158969952437
2018-11-30,IWM,-0.3836422685027968,-0.011509268055083904
2018-11-30,EFA,-1.577983107540836,-0.04733949322622508
2018-11-30,EEM,-2.4311862978766015,-0.07293558893629803
2018-11-30,TLT,-1.3830435828229994,-0.04149130748468998
2018-11-30,IEF,0.3218224397308225,0.009654673191924673
2018-11-30,SHY,0.8604451867345835,0.025813355602037503
2018-11-30,LQD,-0.8767073216980318,-0.02630121965094095
2018-11-30,HYG,-0.0685441309158441,-0.002056323927475323
2018-11-30,GLD,-1.023815432301975,-0.03071446296905925
2018-11-30,DBC,0.6506782260464907,0.01952034678139472
2018-11-30,VNQ,0.3671319138270213,0.011013957414810639
2018-12-31,SPY,0.704631892705804,0.02113895678117412
2018-12-31,QQQ,1.5280500065739862,0.04584150019721958
2018-12-31,IWM,-0.03830080855920709,-0.0011490242567762127
2018-12-31,EFA,-1.521819733347681,-0.04565459200043043
2018-12-31,EEM,-2.074898995464249,-0.062246969863927464
2018-12-31,TLT,-0.4444225043078236,-0.013332675129234707
2018-12-31,IEF,0.5986111737693035,0.017958335213079105
2018-12-31,SHY,1.1076285532148649,0.03322885659644594
2018-12-31,LQD,0.029577809694774915,0.0008873342908432474
2018-12-31,HYG,0.057674871584349585,0.0017302461475304876
2018-12-31,GLD,-0.15651040506440372,-0.004695312151932112
2018-12-31,DBC,-1.4883183641061002,-0.044649550923183005
2018-12-31,VNQ,0.19809650330638107,0.005942895099191432
2019-01-31,SPY,-0.8852479701668703,-0.026557439105006107
2019-01-31,QQQ,-0.6510718775183011,-0.01953215632554903
2019-01-31,IWM,-1.4198547786364504,-0.04259564335909351
2019-01-31,EFA,-1.9656109354362412,-0.05896832806308724
2019-01-31,EEM,-1.3584110591667211,-0.040752331775001635
2019-01-31,TLT,1.6405565909533264,0.04921669772859979
2019-01-31,IEF,1.7606432601736208,0.05281929780520862
2019-01-31,SHY,1.5708001628657087,0.04712400488597126
2019-01-31,LQD,1.0400612413725965,0.031201837241177893
2019-01-31,HYG,1.1027405819367746,0.03308221745810324
2019-01-31,GLD,0.7856082852216579,0.023568248556649737
2019-01-31,DBC,-1.4546618223639385,-0.04363985467091815
