date,strategy,solver_status,solver_success,objective_value,full_weight_sum,risky_weight_sum,cash_weight,min_risky_weight,max_risky_weight,turnover,transaction_cost,constraint_valid,target_volatility_violation,predicted_volatility,target_volatility,covariance_estimator,cov_min_eigenvalue_before,cov_min_eigenvalue_after,cov_psd_repaired,alpha_scale,momentum_lookback_days,momentum_skip_days,trend_window_days,covariance_lookback_days,stress_ewma_span_days,stress_short_window_days,stress_reference_window_days,sigma_ewma_short,sigma_ew_63d,sigma_ew_252d,v_t,rho_t,rho_mode,market_state_mode,effective_target_volatility,target_volatility_mode,lambda_tc,eta_l2,fallback_used,robust_penalty,solver_time_seconds,risk_aversion
2015-04-30,Proposed Strategy,optimal,True,0.03429095773862315,1.0,0.9999999989409527,1.0590474042699845e-09,0.0,0.24999999881688698,0.4879925505846631,0.0004879925505846631,True,0.0,0.08203593407062641,0.08957296697910865,ewma,4.485508865615414e-06,4.485508865615614e-06,False,0.03,252,21,200,20,20,63,252,0.06820194154544236,0.07735045065848399,0.06109050257961006,1.1164082576758152,0.08931266061406522,dynamic,ewma,0.08957296697910865,inverse_vt,0.001,0.01,False,0.007326847537807686,0.004567541000000119,
2015-05-29,Equal Weight,,True,,1.0000000000000004,1.0000000000000004,0.0,0.07692307692307694,0.07692307692307694,0.00727736891140443,7.277368911404431e-06,True,0.0,0.0669281274230736,,ewma,1.9857594483373944e-06,1.98575944833706e-06,False,0.03,252,21,200,20,20,63,252,,0.07919966393943706,0.06351498825579041,1.2469444790020368,0.06234722395010184,dynamic,standard,,n/a,0.001,0.01,False,,,
2015-05-29,Minimum Variance,optimal,True,0.0009644806422748707,1.0,1.0,0.0,1.890725290514178e-08,0.24999997201656746,0.0071256037554105435,7.1256037554105435e-06,True,0.0,0.031056088650615227,,sample,1.5380847171720828e-05,1.538084717171944e-05,False,0.03,252,21,200,252,20,63,252,,0.07919966393943706,0.06351498825579041,1.2469444790020368,0.06234722395010184,dynamic,standard,,n/a,0.001,0.01,False,,0.0025572499999997333,
2015-05-29,Traditional MVO,optimal,True,0.1295162957564208,1.0,1.0,0.0,0.0,0.24999999978426166,0.1472580400134419,0.0001472580400134419,True,0.0,0.08523314841988873,,sample,1.5380847171720828e-05,1.538084717171944e-05,False,0.03,252,21,200,252,20,63,252,,0.07919966393943706,0.06351498825579041,1.2469444790020368,0.06234722395010184,dynamic,standard,,n/a,0.001,0.01,False,,0.0027887080000006392,1.0
2015-05-29,Proposed Strategy,optimal,True,0.0265417660987302,1.0,0.9999999991810646,8.189353836613603e-10,0.0,0.249999999826934,0.49709695567759954,0.0004970969556775996,True,0.0,0.08159108924249193,0.09571879395338673,ewma,1.9857594483373944e-06,1.98575944833706e-06,False,0.03,252,21,200,20,20,63,252,0.06635581752808235,0.07919966393943706,0.06351498825579041,1.044726911714936,0.08357815293719488,dynamic,ewma,0.09571879395338673,inverse_vt,0.001,0.01,False,0.006819232535021306,0.0045190840000000065,
2015-06-30,Equal Weight,,True,,1.0000000000000004,1.0000000000000004,0.0,0.07692307692307694,0.07692307692307694,0.006619171190366979,6.6191711903669795e-06,True,0.0,0.055335067925873775,,ewma,5.516611777925689e-06,5.5166117779265385e-06,False,0.03,252,21,200,20,20,63,252,,0.06076416554869176,0.06458461338959091,0.940845851041126,0.0470422925520563,dynamic,standard,,n/a,0.001,0.01,False,,,
2015-06-30,Minimum Variance,optimal,True,0.0010273172995257157,0.9999999999999999,0.9999999999999999,0.0,9.146134243382137e-09,0.24999997464895982,0.026228437854751888,2.622843785475189e-05,True,0.0,0.03205179089420301,,sample,1.59797083639856e-05,1.5979708363986396e-05,False,0.03,252,21,200,252,20,63,252,,0.06076416554869176,0.06458461338959091,0.940845851041126,0.0470422925520563,dynamic,standard,,n/a,0.001,0.01,False,,0.0024959999999998317,
2015-06-30,Traditional MVO,optimal,True,0.0855438132962546,1.0,1.0,0.0,0.0,0.24999999993325722,0.10829962451550779,0.00010829962451550779,True,0.0,0.08982002576141508,,sample,1.59797083639856e-05,1.5979708363986396e-05,False,0.03,252,21,200,252,20,63,252,,0.06076416554869176,0.06458461338959091,0.940845851041126,0.0470422925520563,dynamic,standard,,n/a,0.001,0.01,False,,0.002764958000000206,1.0
2015-06-30,Proposed Strategy,optimal,True,0.0247118609370196,1.0,0.9999999993504355,6.495645616003824e-10,0.0,0.24999999987223503,0.2546465002077717,0.0002546465002077717,True,0.0,0.08850327527506949,0.11230319622379466,ewma,5.516611777925689e-06,5.5166117779265385e-06,False,0.03,252,21,200,20,20,63,252,0.05750914983834344,0.06076416554869176,0.06458461338959091,0.8904466067085287,0.0712357285366823,dynamic,ewma,0.11230319622379466,inverse_vt,0.001,0.01,False,0.006304595292102118,0.0045034999999993275,
2015-07-31,Equal Weight,,True,,1.0000000000000004,1.0000000000000004,0.0,0.07692307692307694,0.07692307692307694,0.019307997173876094,1.9307997173876095e-05,True,0.0,0.05748753132902411,,ewma,4.7327573645059545e-06,4.732757364506536e-06,False,0.03,252,21,200,20,20,63,252,,0.061116537787127015,0.06519469450347813,0.9374464939607386,0.046872324698036934,dynamic,standard,,n/a,0.001,0.01,False,,,
