Date,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,SHY,LQD,HYG,GLD,DBC,VNQ,BIL
2010-01-05,0.002647153061121399,0.0,-0.003438421437764849,0.0008812768221879708,0.007258769763251571,0.0064586092581455645,0.004391309963550638,0.0012036477047683292,0.00477586930312901,0.004743810816256744,-0.0009108023746452476,0.0011886267954985819,-0.001122522328160236,-0.00021819058973826522
2010-01-06,0.000703899824546772,-0.0060320970003584495,-0.0009414893219693576,0.0042270433565940735,0.002091742808575825,-0.013386161430631205,-0.004035789702312553,0.00012041747356250632,-0.0029471061152552824,0.0025854307489436845,0.01649959196299955,0.017807609643355038,-0.0017976811348392463,0.0
2010-01-07,0.0042214171267176415,0.0006502489378743537,0.007378784534616711,-0.003858159677369466,-0.005799269524596418,0.0016809311818113404,0.0,-0.00024092205689618673,0.001239756543877757,0.004036914277800285,-0.006187807624317809,-0.012441689857980331,0.010805836558493542,0.0
2010-01-08,0.003327664277797071,0.008230753074358388,0.005454011742409115,0.00792215541681296,0.007932838494287386,-0.00044713353328018624,0.0012388369926623621,0.000962062297366284,0.002190378584271624,0.0015640193103314548,0.0049630306196752905,-0.0007873966791668296,-0.007350126459491069,0.0
2010-01-11,0.0013965170680512173,-0.0040818749289930345,-0.004029418162971865,0.008209787361632248,-0.0020832154549519366,-0.00548784254850776,0.0006742835876580866,0.0004803367648018586,0.0010451563991513702,-0.0008925642924361155,0.013288997854356888,-0.0031518908634008413,0.005833998927763595,0.0
2010-01-12,-0.009326445461380506,-0.012510681655720224,-0.010893338065915192,-0.011780943258247634,-0.01600559837971416,0.017116783764080212,0.007188938925569932,0.0008405336692993703,0.0018980363218252805,-0.005134117660981263,-0.020912721685971247,-0.02134391482586917,-0.01672993612427176,0.0
2010-01-13,0.008446369984787871,0.012450439378087319,0.01290101456639392,0.008415330066702476,0.0030645245099314433,-0.01162509477867546,-0.004795750012351441,-0.0008398277657858388,-0.004168151433502354,0.002244434291977848,0.00950315025847348,0.0008077492906566341,0.020190444948026354,0.0004363731309415808
2010-01-14,0.0027048560313240877,0.0008631655288158235,0.003727915161670259,0.007649025218740224,-0.0025850052953645397,0.014002234207065811,0.004706757558623931,0.0009613719810281918,0.003614410326833628,0.001119484256998593,0.004393023666376061,-0.005246269393894165,-0.0008892460278364656,-0.00021803977697998356
2010-01-15,-0.011224754464889353,-0.011639982006099836,-0.01454635426482287,-0.015700073117504987,-0.011545606860322688,0.006185998449661945,0.004462538880326772,0.000839842236174615,-0.00037942016082903596,-0.0040255049636588325,-0.01044361493969348,-0.011358955155511219,-0.0075672458494895345,0.0
2010-01-19,0.012496006950582172,0.016139764468259044,0.018372755432405574,0.00981561457475566,0.02026187872585372,-0.0028542734495650146,-0.0017773673911691823,0.0002395055142989655,0.0008540193940411722,0.0004489024373981465,0.005953418988644765,0.006565407688951419,0.020407923833072994,0.0
2010-01-20,-0.010168902112722367,-0.014381101358046156,-0.014494985626267387,-0.025516202912140074,-0.024065362061179485,0.01012990725785512,0.003449538903215199,0.0,-0.000663406974648062,-0.0014582507556750723,-0.023134812404252192,-0.01875252173022124,-0.011208593498181596,0.0
2010-01-21,-0.01922877549212354,-0.009364501644860024,-0.016429199918234105,-0.021375152338479975,-0.030165032416839654,0.004578706267452715,0.0036570248237530745,0.0008385893690801005,0.002654334625360022,-0.015620343913671508,-0.014411599592799917,-0.01246366256931819,-0.02867344681119277,0.0
2010-01-22,-0.022292193256971626,-0.029237009816888815,-0.01797628806248308,-0.019475759865254516,-0.02221654057562572,-0.0017366812012901134,0.0008840033705488359,0.0008382336293226711,-0.0015122400504526956,-0.009474706228404961,-0.001862760291706178,-0.010517345143880918,-0.025171145793429606,0.0
2010-01-25,0.0051279377454633845,0.003396920732305908,0.0011337795000629924,0.012251286238683656,0.007321125191676714,-0.004565031257626528,-0.0022075383527329073,-0.0008375315821848028,-9.542371190340848e-05,0.0014980841156126967,0.002892648999578862,0.004676792731379775,0.007042077578033545,0.0002180873286925511
2010-01-26,-0.004190681503083549,0.0009029046361712645,-0.009870320595257165,-0.005684610936271484,-0.020801929311630607,0.00032789998425974964,0.001991815491281912,0.00011979721892374506,-0.0026512409296012285,0.0012662696957868036,0.0007442705541653716,-0.011002987951954424,-0.009323890134722235,0.0
2010-01-27,0.004757106176354053,0.007891825374873873,0.010622295331753628,-0.0011063960332251543,-0.0025595473165805904,-0.0005456271654662448,-0.0023191145806372715,-0.000358886125686686,-0.003608880315330909,0.0003450531419073588,-0.009576039444736839,-0.01454857108214469,0.008941349727165981,0.0002179365384491483
2010-01-28,-0.011472237960419074,-0.02572761402092416,-0.017140800572019832,-0.016802315444271687,-0.006928636223821227,-0.0005460593689448068,-0.0003315396376873947,0.0004786095202118368,-0.0014297595574286337,-0.004251781153850831,-0.0004693083914030227,-0.0034737079687213734,-0.008629215903301679,-0.00021788905246333812
2010-01-29,-0.010868483403731921,-0.017451137562443875,-0.011023533321469658,-0.014459822375030185,-0.010852727013010988,0.008741790605752087,0.0038741563109463417,0.0009575703724049589,0.006395044845754816,-0.005076255410909725,-0.004883586176437471,-0.011329100808717296,-0.005645251978651622,0.0002179365384491483
2010-02-01,0.015550856973030491,0.010983962446226903,0.011811729548593553,0.01829236227515385,0.026907077673232527,-0.00907774734414879,-0.0034294505120820995,-0.00043045401522234794,-0.004457001930710192,0.0048277601331214726,0.02255567582388429,0.024239851134562063,0.018215828794647226,-0.00021788905246333812
2010-02-02,0.012103093104335771,0.009015596127981418,0.011016206416223584,0.016654439210611827,0.008140396217789503,0.0028526612658539285,0.0016659656652071586,0.00011993659305886695,0.0031560540652868507,0.003022427308039699,0.007198881313165595,0.021514688344410615,0.01370839867528928,-0.00021803977697998356
2010-02-03,-0.004982634547525788,0.0054979287513026165,-0.0066676575774740066,-0.010491783565195312,-0.0058035145955859235,-0.01159613188303077,-0.004766121118261357,-0.0007188400680205875,-0.0010485101356420001,0.005102896725056594,-0.003940257637661482,-0.012215829555987767,-0.01627343498758771,0.00043607139633916603
2010-02-04,-0.03086554373662742,-0.02893546515713552,-0.03339902220709157,-0.040736397522006196,-0.04517768068572936,0.015827980572229228,0.00823970106327021,0.0014370957301146348,-9.505858001523926e-05,-0.014190416267945816,-0.03983435439949368,-0.03326214993115939,-0.037045508401066685,0.0
2010-02-05,0.0020667703493417733,0.008446401256812175,0.0038957692750756223,-0.001745117363420201,-0.01116450159233151,0.002178540574116372,0.003203442848387361,0.0015562551006895742,-0.0030555842771119446,-0.005851477611254485,0.002970178695371306,-0.012792205355981578,0.018388501047917005,0.0
2010-02-08,-0.007219303821490497,-0.007212638686183492,-0.009954147840169014,-0.019813828178814497,-0.009945795501546617,0.0013040297403792422,-0.0008804351172406744,-0.0007167476302546438,0.0009573698212124171,-0.004355692401415423,-0.006113864996012963,0.00044677428362382976,-0.02185761060510183,0.0
2010-02-09,0.012560225848500695,0.010311721173963395,0.013803452177906239,0.03151024257284263,0.03258211016274526,-0.009988089851755366,-0.005400025378487605,-0.0009567334761320101,-0.0022951719371570034,0.0020095272277922405,0.01316803858637372,0.017865207372111058,-0.0031578519350836665,0.0
2010-02-10,-0.001958583145963977,-0.002087957106759797,0.002353260659844869,-0.006339595220049343,-0.0026298972445207847,-0.009542520989358927,-0.002768674526419601,-0.0010768074541032124,-0.007768241625801364,-0.013451636895353447,-0.002751170718643836,0.003948926778100992,0.001949415759876949,0.0
2010-02-11,0.010466626135450463,0.015109071354261872,0.01593152093729233,0.009280336235684361,0.026364406305265042,-0.00542521823997566,-0.0012221763018518406,0.00035970803081708524,0.0023193991593064567,0.004067082626773244,0.01912095181048934,0.011800773899798944,0.009483847951695656,0.0
2010-02-12,-0.0008328280805161015,0.0020613847326753643,0.007263114058580156,-0.008620578038784465,-0.01258685981815677,0.004119832019196634,0.002335048759817493,0.0008372452343980985,0.0011570159977207783,-0.0005954524423124052,-0.0008400666498452614,-0.005615466731219931,0.011804646990053236,0.0
2010-02-16,0.015735015429009014,0.012796824235933313,0.01687996024351235,0.022222039488501766,0.02575493497344783,0.0018842828038605486,0.002219102854962296,0.00012064440506098784,0.003949742074673246,0.009893000873448132,0.02410315591356138,0.03040824486851812,0.028333293389296133,0.0
2010-02-17,0.004738652172608937,0.005640864154855096,0.00676859225209081,0.0013233986751817195,0.003550279906046505,-0.011399385891121105,-0.005314005657285126,-0.0008372519757899877,-0.003358802966013763,0.0076712280254334075,-0.0033753214496574646,-0.005058990165072053,0.009029979894116913,-0.0006539768054987238
2010-02-18,0.0058951009154271095,0.0062824761846660415,0.00816379680898316,0.005663469992398751,0.003790876954611333,-0.004029928694718188,-0.0035615559321519052,-0.0005999576459708722,-0.0006734513019525101,0.009486681515696427,0.006681952923877299,0.00889829674041076,0.014915364582255286,0.0004363731309415808
2010-02-19,0.002073803399124108,-0.0004455752669036972,0.0012703873384452002,-0.006194874276933771,-0.008559818850076728,0.00539569138163376,0.0005583860920044259,-0.0003587109894573892,0.0035639470885751035,0.006729815724131116,-0.004637226047132237,0.005879940105264048,0.000678011006748358,-0.0004361827924908024
2010-02-22,0.00017982555908968578,-0.002008043559038386,0.003012916979001634,0.0018887357563164286,0.0012697677573259014,-0.004137010283026266,-0.0007814271832664588,0.0003588397092044726,0.0005765405612403462,0.0012678470638707307,-0.0036539830220012615,-0.005428081732080314,0.002485306944252086,0.0004363731309415808
2010-02-23,-0.012144549708551056,-0.01296397661734272,-0.011699507620997474,-0.01413981656766683,-0.023078906300034507,0.015604910326404431,0.0075977166499483495,0.0008391502006031004,0.002397026751610243,-0.007251397749359678,-0.010818743086801086,-0.0163728356917191,-0.007662916873370507,-0.0004361827924908024
2010-02-24,0.009197650952884162,0.010190164393069079,0.008478423935673218,0.00631067557397369,0.00960511032380218,0.0024312438508524714,0.0005543605422757558,0.00047841932656988995,0.004306689515874096,0.0038256815748403117,-0.004912399502225995,0.008109451989001482,0.01022103583028744,0.0004363731309415808
2010-02-25,-0.0013537393278294507,-0.00022378904139874756,0.00031746456269710066,-0.006081292578978603,-0.00822817134620335,0.005623713521305751,0.003656959861848552,0.000838392028279511,-0.0010478741653691115,0.00011578799072609058,0.008848704758209536,-0.016934883671173795,0.0038215751459644842,0.0
2010-02-26,0.0006326629790731619,0.00358734520670545,-0.0041233126830345634,0.006118500973543384,0.010111331458095174,0.0051537580370404346,0.0015461954382522958,0.000359092272871786,0.006581214724621809,0.006698049192610078,0.010340714355349556,0.01765722630347044,-0.000448051806909322,0.0
2010-03-01,0.010384566173811116,0.014522208945388249,0.023248767929514136,0.0077916468256138405,0.016940739405009175,-0.00043839699916647934,0.0010398476767610187,-0.00017976996363322506,0.0012849601785702713,0.0007625599707090647,0.0,-0.010156611607490706,0.008514213448775898,-0.0004361827924908024
2010-03-02,0.0027705778953677207,0.00308269362466862,0.00762509947352874,0.007543183815734045,0.011357866845057796,-0.0013132933212577358,0.0005512161741170196,0.0,0.002089746721832375,0.0064670489627571826,0.01452980291927708,0.010688309046485989,0.0004446286621246909,0.000218238207261523
2010-03-03,0.0008913624762001415,0.001097882090206781,0.005714532440692421,0.011978314647498323,0.001247498505600797,-0.002521688928884269,-0.0009926848200546567,-0.00011982974718693917,0.0020876776208269554,0.0010327084635268768,0.005494511158316229,0.009729354289012448,-0.0026649037915329465,-0.00021819058973826522
2010-03-04,0.00302791522638457,0.003289455275391928,0.002610135573021921,-0.002589176476143651,-0.005234001203713312,0.005274788987292833,0.0017676319773238802,-0.0003589555960854529,0.00047234463904177737,0.0008026353841714684,-0.007166491463286184,-0.008797645089596684,0.006234402445720599,0.0
