Average IC,IC Standard Deviation,IC t-stat,IC during Normal Periods,IC during Drawdown Periods,Number of Rebalance Periods,Number of Positive IC Periods,Positive IC Ratio
0.07214553221502536,0.458091596318295,2.107092650534021,0.08808583616368983,0.014923928296742685,179,99,0.553072625698324
