Target Volatility,Annualized Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Average Cash Weight,Average Risky Exposure,Average Equity Exposure,Average Turnover,Realized / Predicted Volatility Ratio
0.06,0.08503126155257523,0.08628850187760792,0.9891504917314252,1.2209469408719065,-0.13444027930795954,0.6324835234669209,0.18688142540838457,0.8131185745916154,0.37104038562479674,0.3500047692199986,1.3361718984692068
0.08,0.09451089674572022,0.0964354666245122,0.9849413029119396,1.2277039399254122,-0.14230241176413005,0.6641552702731032,0.12861651493629053,0.8713834850637096,0.4297885341743792,0.3108870781782644,1.2766604349832036
0.1,0.09776228062726733,0.10218249696405762,0.9641816852895235,1.2070624379042252,-0.15699806445201037,0.6226973623432813,0.09836841559025575,0.9016315844097442,0.4614532873509347,0.2773368443604084,1.2491503574267515
0.12,0.09619182877236776,0.10600364230651381,0.9196861534541776,1.1428654307119464,-0.16526762952009577,0.5820367185739255,0.08084847956851965,0.9191515204314803,0.4768298559507883,0.26286724043835547,1.2421584234125462
